# Time (s),Altitude (km),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (km),Position North of launch (km),Lateral distance (km),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (kg),Propellant mass (kg),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (m),CG location (m),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (m),Reference area (m²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
0.112,2.2567e-4,5.826,83.893,5.826,83.893,3.9387e-8,0,3.9387e-8,0,0.0010168,0.014642,43.796,-120.65,9.8008,25.448,0,0,0,34.851,8.5654,54.192,0.1032,NaN,2.5063,NaN,0.019266,1379490,3265.5,0.26786,0.6479,0.78458,0.45181,0.07605,0.12005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.133e-4,0.1397,0.015328,89.99,0,NaN,5.9635,857.24,334.91,2e-3,0.059457
0.114,2.3749e-4,5.9938,84.359,5.9938,84.359,4.145e-8,0,4.145e-8,0,0.0010461,0.014723,43.796,-120.65,9.8008,24.892,0,0,0,34.847,8.5618,54.19,0.1032,NaN,2.5063,NaN,0.019731,1412762,3281.5,0.28247,0.64584,0.78886,0.44974,0.07605,0.12005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.3096e-4,0.1397,0.015328,89.99,0,NaN,5.9635,857.24,334.91,2e-3,0.060229
0.116,2.4965e-4,6.1625,84.825,6.1625,84.825,4.3572e-8,0,4.3572e-8,0,0.0010756,0.014805,43.796,-120.65,9.8008,24.359,0,0,0,34.843,8.5582,54.188,0.1032,NaN,2.5062,NaN,0.0202,1446343,3297.4,0.29744,0.64383,0.79254,0.44772,0.076051,0.12005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.4873e-4,0.1397,0.015328,89.99,0,NaN,5.9634,857.23,334.91,2e-3,0.061053
0.118,2.6214e-4,6.3322,85.291,6.3322,85.291,4.5753e-8,0,4.5753e-8,0,0.0011052,0.014886,43.796,-120.65,9.8008,23.846,0,0,0,34.84,8.5546,54.186,0.10319,NaN,2.5061,NaN,0.020673,1480226,3313.3,0.31277,0.64185,0.79568,0.44574,0.076051,0.12006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.6659e-4,0.1397,0.015328,89.99,0,NaN,5.9633,857.23,334.91,2e-3,0.061838
0.12,2.7498e-4,6.5028,85.758,6.5028,85.758,4.7993e-8,0,4.7993e-8,0,0.0011349,0.014968,43.796,-120.65,9.8008,23.354,0,0,0,34.836,8.551,54.184,0.10319,NaN,2.5061,NaN,0.021151,1514405,3329.2,0.32847,0.63992,0.79832,0.44381,0.076052,0.12006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8455e-4,0.1397,0.015328,89.99,0,NaN,5.9632,857.23,334.91,2e-3,0.062613
0.122,2.8816e-4,6.6743,86.224,6.6743,86.224,5.0293e-8,0,5.0293e-8,0,0.0011649,0.015049,43.796,-120.65,9.8008,22.881,0,0,0,34.833,8.5474,54.183,0.10318,NaN,2.506,NaN,0.021632,1548875,3345.1,0.34453,0.63802,0.8005,0.44191,0.076053,0.12006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.026e-4,0.1397,0.015328,89.99,0,NaN,5.9631,857.23,334.91,2e-3,0.063388
0.124,3.0168e-4,6.8468,86.691,6.8468,86.691,5.2653e-8,0,5.2653e-8,0,0.001195,0.01513,43.796,-120.65,9.8008,22.425,0,0,0,34.829,8.5438,54.181,0.10318,NaN,2.5059,NaN,0.022117,1583629,3361.1,0.36095,0.63617,0.80225,0.44005,0.076053,0.12006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.2076e-4,0.1397,0.015328,89.99,0,NaN,5.963,857.23,334.91,2e-3,0.064163
0.126,3.1554e-4,7.0201,87.157,7.0201,87.157,5.5073e-8,0,5.5073e-8,0,0.0012252,0.015212,43.796,-120.65,9.8008,21.986,0,0,0,34.825,8.5402,54.179,0.10317,NaN,2.5058,NaN,0.022607,1618665,3377,0.37774,0.63435,0.80361,0.43823,0.076054,0.12007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.3901e-4,0.1397,0.015328,89.99,0,NaN,5.9629,857.23,334.91,2e-3,0.065133
0.128,3.2976e-4,7.1945,87.624,7.1945,87.624,5.7554e-8,0,5.7554e-8,0,0.0012557,0.015293,43.796,-120.65,9.8008,21.564,0,0,0,34.822,8.5366,54.177,0.10317,NaN,2.5058,NaN,0.0231,1653977,3392.9,0.39489,0.63256,0.80462,0.43644,0.076055,0.12007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.5736e-4,0.1397,0.015328,89.99,0,NaN,5.9629,857.23,334.91,2e-3,0.065947
0.13,3.4432e-4,7.3697,88.091,7.3697,88.091,6.0096e-8,0,6.0096e-8,0,0.0012863,0.015375,43.796,-120.65,9.8008,21.156,0,0,0,34.818,8.533,54.175,0.10316,NaN,2.5057,NaN,0.023597,1689561,3408.8,0.41242,0.63082,0.8053,0.43469,0.076055,0.12007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.7581e-4,0.1397,0.015328,89.99,0,NaN,5.9628,857.22,334.91,2e-3,0.066723
0.132,3.5924e-4,7.5459,88.558,7.5459,88.558,6.2699e-8,0,6.2699e-8,0,0.001317,0.015456,43.796,-120.65,9.8008,20.764,0,0,0,34.815,8.5294,54.173,0.10316,NaN,2.5056,NaN,0.024098,1725413,3424.7,0.4303,0.6291,0.80567,0.43297,0.076056,0.12008,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.9436e-4,0.1397,0.015328,89.99,0,NaN,5.9627,857.22,334.91,2e-3,0.0675
0.134,3.7451e-4,7.7231,89.025,7.7231,89.025,6.5364e-8,0,6.5364e-8,0,0.0013479,0.015538,43.796,-120.65,9.8008,20.385,0,0,0,34.811,8.5258,54.171,0.10316,NaN,2.5056,NaN,0.024602,1761530,3440.7,0.44856,0.62742,0.80577,0.43129,0.076057,0.12008,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.1301e-4,0.1397,0.015328,89.99,0,NaN,5.9626,857.22,334.91,2e-3,0.068276
0.136,3.9013e-4,7.9011,89.492,7.9011,89.492,6.8091e-8,0,6.8091e-8,0,0.001379,0.015619,43.796,-120.65,9.8008,20.019,0,0,0,34.807,8.5222,54.169,0.10315,NaN,2.5055,NaN,0.02511,1797909,3456.6,0.46719,0.62578,0.80562,0.42964,0.076058,0.12008,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.3175e-4,0.1397,0.015328,89.99,0,NaN,5.9625,857.22,334.91,2e-3,0.06905
0.138,4.0611e-4,8.0801,89.959,8.0801,89.959,7.088e-8,0,7.088e-8,0,0.0014103,0.015701,43.796,-120.65,9.8008,19.665,0,0,0,34.804,8.5186,54.167,0.10315,NaN,2.5054,NaN,0.025622,1834546,3472.5,0.48619,0.62416,0.80523,0.42801,0.076058,0.12009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.506e-4,0.1397,0.015328,89.99,0,NaN,5.9624,857.22,334.91,2e-3,0.070167
0.14,4.2245e-4,8.2601,90.343,8.2601,90.343,7.3732e-8,0,7.3732e-8,0,0.0014417,0.015768,43.796,-120.65,9.8008,19.323,0,0,0,34.8,8.515,54.165,0.10314,NaN,2.5054,NaN,0.026137,1871438,3485.5,0.50557,0.62257,0.80463,0.42642,0.076059,0.12009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.6954e-4,0.1397,0.015328,89.99,0,NaN,5.9623,857.22,334.91,2e-3,0.070969
0.142,4.3915e-4,8.4408,90.228,8.4408,90.228,7.6647e-8,0,7.6647e-8,0,0.0014732,0.015748,43.796,-120.65,9.8008,18.993,0,0,0,34.797,8.5113,54.163,0.10314,NaN,2.5053,NaN,0.026656,1908550,3481.2,0.5253,0.62101,0.80384,0.42486,0.07606,0.12009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.8856e-4,0.1397,0.015328,89.99,0,NaN,5.9621,857.21,334.91,2e-3,0.071744
0.144,4.5622e-4,8.6212,90.031,8.6213,90.031,7.9625e-8,0,7.9625e-8,0,0.0015047,0.015713,43.796,-120.65,9.8008,18.676,0,0,0,34.793,8.5075,54.161,0.10313,NaN,2.5052,NaN,0.027174,1945676,3474,0.54529,0.6195,0.80288,0.42334,0.076061,0.1201,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.0756e-4,0.1397,0.015328,89.99,0,NaN,5.962,857.21,334.91,2e-3,0.072518
0.146,4.7364e-4,8.8013,89.833,8.8013,89.833,8.2666e-8,0,8.2666e-8,0,0.0015361,0.015679,43.796,-120.65,9.8008,18.372,0,0,0,34.789,8.5037,54.159,0.10313,NaN,2.5051,NaN,0.027692,1982779,3466.7,0.5655,0.61802,0.80176,0.42185,0.076062,0.1201,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.2652e-4,0.1397,0.015328,89.99,0,NaN,5.9619,857.21,334.91,2e-3,0.073297
0.148,4.9142e-4,8.981,89.636,8.981,89.636,8.5769e-8,0,8.5769e-8,0,0.0015675,0.015644,43.796,-120.65,9.8008,18.079,0,0,0,34.785,8.4999,54.157,0.10313,NaN,2.5051,NaN,0.02821,2019856,3459.5,0.58593,0.61657,0.80051,0.4204,0.076063,0.1201,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.4543e-4,0.1397,0.015328,89.99,0,NaN,5.9618,857.21,334.91,2e-3,0.074082
0.15,5.0956e-4,9.1603,89.438,9.1603,89.438,8.8935e-8,0,8.8935e-8,0,0.0015988,0.01561,43.796,-120.65,9.8008,17.798,0,0,0,34.781,8.4961,54.155,0.10312,NaN,2.505,NaN,0.028728,2056903,3452.3,0.60658,0.61516,0.79914,0.41899,0.076063,0.12011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.643e-4,0.1397,0.015328,89.99,0,NaN,5.9617,857.21,334.91,2e-3,0.074861
0.152,5.2806e-4,9.3392,89.241,9.3392,89.241,9.2164e-8,0,9.2164e-8,0,0.00163,0.015575,43.796,-120.65,9.8008,17.497,0,0,0,34.778,8.4923,54.153,0.10312,NaN,2.5049,NaN,0.02924,2093570,3445.1,0.62728,0.6138,0.79772,0.41762,0.076064,0.12011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.8314e-4,0.1397,0.015328,89.99,0,NaN,5.9616,857.2,334.91,2e-3,0.076341
0.154,5.4692e-4,9.5177,89.043,9.5177,89.043,9.5455e-8,0,9.5455e-8,0,0.0016612,0.015541,43.796,-120.65,9.8008,17.208,0,0,0,34.774,8.4885,54.151,0.10311,NaN,2.5048,NaN,0.029752,2130212,3437.8,0.64817,0.61247,0.79617,0.41628,0.076065,0.12012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010019,0.1397,0.015328,89.99,0,NaN,5.9614,857.2,334.91,2e-3,0.077316
0.156,5.6613e-4,9.6958,88.846,9.6958,88.846,9.8809e-8,0,9.8809e-8,0,0.0016922,0.015507,43.796,-120.65,9.8008,16.929,0,0,0,34.77,8.4847,54.149,0.10311,NaN,2.5048,NaN,0.030263,2166825,3430.6,0.66924,0.61116,0.7945,0.41498,0.076066,0.12012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010207,0.1397,0.015328,89.99,0,NaN,5.9613,857.2,334.91,2e-3,0.078132
0.158,5.857e-4,9.8735,88.648,9.8735,88.648,1.0222e-7,0,1.0222e-7,0,0.0017233,0.015472,43.796,-120.65,9.8008,16.659,0,0,0,34.766,8.4809,54.147,0.1031,NaN,2.5047,NaN,0.030774,2203407,3423.4,0.6904,0.60989,0.79264,0.4137,0.076067,0.12012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010394,0.1397,0.015328,89.99,0,NaN,5.9612,857.2,334.91,2e-3,0.078908
0.16,6.0563e-4,10.051,88.45,10.051,88.45,1.057e-7,0,1.057e-7,0,0.0017542,0.015438,43.796,-120.65,9.8008,16.4,0,0,0,34.762,8.4771,54.145,0.1031,NaN,2.5046,NaN,0.031285,2.24e6,3416.2,0.71164,0.60864,0.79057,0.41245,0.076068,0.12013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010581,0.1397,0.015328,89.99,0,NaN,5.9611,857.2,334.91,2e-3,0.07991
0.162,6.259e-4,10.228,88.253,10.228,88.253,1.0924e-7,0,1.0924e-7,0,0.0017851,0.015403,43.796,-120.65,9.8008,16.149,0,0,0,34.759,8.4733,54.143,0.10309,NaN,2.5045,NaN,0.031795,2276466,3408.9,0.73294,0.60743,0.78833,0.41123,0.076069,0.12013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010767,0.1397,0.015328,89.99,0,NaN,5.9609,857.19,334.91,2e-3,0.080889
0.164,6.4654e-4,10.404,88.055,10.404,88.055,1.1284e-7,0,1.1284e-7,0,0.0018159,0.015368,43.796,-120.65,9.8008,15.906,0,0,0,34.755,8.4695,54.141,0.10309,NaN,2.5045,NaN,0.032304,2312938,3401.7,0.75433,0.60623,0.78594,0.41003,0.07607,0.12014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010953,0.1397,0.015328,89.99,0,NaN,5.9608,857.19,334.91,2e-3,0.082177
0.166,6.6752e-4,10.58,87.857,10.58,87.857,1.165e-7,0,1.165e-7,0,0.0018466,0.015334,43.796,-120.65,9.8008,15.672,0,0,0,34.751,8.4657,54.139,0.10308,NaN,2.5044,NaN,0.032813,2349368,3394.5,0.7758,0.60507,0.78344,0.40886,0.076071,0.12014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0011138,0.1397,0.015328,89.99,0,NaN,5.9607,857.19,334.91,2e-3,0.08305
0.168,6.8886e-4,10.756,87.659,10.756,87.659,1.2023e-7,0,1.2023e-7,0,0.0018773,0.015299,43.796,-120.65,9.8008,15.445,0,0,0,34.747,8.4619,54.136,0.10308,NaN,2.5043,NaN,0.033321,2385755,3387.3,0.79735,0.60392,0.78083,0.40771,0.076072,0.12014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0011323,0.1397,0.015328,89.99,0,NaN,5.9605,857.19,334.91,2e-3,0.083894
0.17,7.1055e-4,10.931,87.461,10.931,87.461,1.2401e-7,0,1.2401e-7,0,0.0019079,0.015265,43.796,-120.65,9.8008,15.226,0,0,0,34.743,8.4581,54.134,0.10308,NaN,2.5043,NaN,0.033829,2422096,3380,0.81901,0.6028,0.77815,0.40658,0.076073,0.12015,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0011508,0.1397,0.015328,89.99,0,NaN,5.9604,857.19,334.91,2e-3,0.084853
0.172,7.3258e-4,11.106,87.263,11.106,87.263,1.2786e-7,0,1.2786e-7,0,0.0019384,0.01523,43.796,-120.65,9.8008,15.014,0,0,0,34.74,8.4543,54.132,0.10307,NaN,2.5042,NaN,0.034336,2458389,3372.8,0.84076,0.60171,0.7754,0.40548,0.076074,0.12015,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0011692,0.1397,0.015328,89.99,0,NaN,5.9602,857.18,334.91,2e-3,0.086017
0.174,7.5497e-4,11.281,87.065,11.281,87.065,1.3177e-7,0,1.3177e-7,0,0.0019689,0.015196,43.796,-120.65,9.8008,14.808,0,0,0,34.736,8.4505,54.13,0.10307,NaN,2.5041,NaN,0.034842,2494633,3365.6,0.86262,0.60063,0.77261,0.4044,0.076075,0.12016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0011875,0.1397,0.015328,89.99,0,NaN,5.9601,857.18,334.91,2e-3,0.087142
0.176,7.7771e-4,11.455,86.867,11.455,86.867,1.3574e-7,0,1.3574e-7,0,0.0019993,0.015161,43.796,-120.65,9.8008,14.609,0,0,0,34.732,8.4467,54.128,0.10306,NaN,2.504,NaN,0.035348,2530827,3358.4,0.88458,0.59958,0.76978,0.40334,0.076076,0.12016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012059,0.1397,0.015328,89.99,0,NaN,5.9599,857.18,334.91,2e-3,0.088227
0.178,8.0079e-4,11.629,86.669,11.629,86.669,1.3976e-7,0,1.3976e-7,0,0.0020296,0.015127,43.796,-120.65,9.8008,14.416,0,0,0,34.728,8.4429,54.126,0.10306,NaN,2.504,NaN,0.035853,2566967,3351.1,0.90665,0.59855,0.76693,0.4023,0.076078,0.12017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012242,0.1397,0.015328,89.99,0,NaN,5.9598,857.18,334.91,2e-3,0.089271
0.18,8.2422e-4,11.802,86.471,11.802,86.471,1.4385e-7,0,1.4385e-7,0,0.0020599,0.015092,43.796,-120.65,9.8008,14.229,0,0,0,34.724,8.4391,54.124,0.10305,NaN,2.5039,NaN,0.036357,2603054,3343.9,0.92883,0.59754,0.76406,0.40129,0.076079,0.12017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012424,0.1397,0.015328,89.99,0,NaN,5.9596,857.17,334.91,2e-3,0.090711
0.182,8.48e-4,11.975,86.272,11.975,86.272,1.48e-7,0,1.48e-7,0,0.0020901,0.015057,43.796,-120.65,9.8008,14.047,0,0,0,34.721,8.4353,54.122,0.10305,NaN,2.5038,NaN,0.03686,2639085,3336.7,0.95113,0.59654,0.76118,0.40029,0.07608,0.12018,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012606,0.1397,0.015328,89.99,0,NaN,5.9595,857.17,334.91,2e-3,0.092209
0.184,8.7212e-4,12.148,86.074,12.148,86.074,1.5221e-7,0,1.5221e-7,0,0.0021202,0.015023,43.796,-120.65,9.8008,13.871,0,0,0,34.717,8.4315,54.12,0.10304,NaN,2.5037,NaN,0.037363,2675060,3329.4,0.97355,0.59557,0.7583,0.39931,0.076081,0.12018,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012788,0.1397,0.015328,89.99,0,NaN,5.9593,857.17,334.91,2e-3,0.093784
0.186,8.9659e-4,12.32,85.876,12.32,85.876,1.5648e-7,0,1.5648e-7,0,0.0021502,0.014988,43.796,-120.65,9.8008,13.699,0,0,0,34.713,8.4277,54.118,0.10304,NaN,2.5037,NaN,0.037864,2710976,3322.2,0.99608,0.59461,0.75543,0.39834,0.076082,0.12019,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012969,0.1397,0.015328,89.99,0,NaN,5.9592,857.17,334.91,2e-3,0.09531
0.188,9.214e-4,12.492,85.678,12.492,85.678,1.6081e-7,0,1.6081e-7,0,0.0021802,0.014954,43.796,-120.65,9.8008,13.533,0,0,0,34.709,8.4239,54.116,0.10303,NaN,2.5036,NaN,0.038365,2746834,3315,1.0187,0.59367,0.75257,0.3974,0.076083,0.12019,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001315,0.1397,0.015328,89.99,0,NaN,5.959,857.16,334.91,2e-3,0.096773
0.19,9.4656e-4,12.663,85.479,12.663,85.479,1.6521e-7,0,1.6521e-7,0,0.0022101,0.014919,43.796,-120.65,9.8008,13.371,0,0,0,34.705,8.4201,54.114,0.10303,NaN,2.5035,NaN,0.038865,2782632,3307.8,1.0415,0.59275,0.74973,0.39647,0.076084,0.1202,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001333,0.1397,0.015328,89.99,0,NaN,5.9588,857.16,334.91,2e-3,0.098412
0.192,9.7205e-4,12.834,85.281,12.834,85.281,1.6966e-7,0,1.6966e-7,0,0.00224,0.014884,43.796,-120.65,9.8008,13.214,0,0,0,34.702,8.4163,54.112,0.10302,NaN,2.5034,NaN,0.039365,2818368,3300.5,1.0644,0.59185,0.74691,0.39556,0.076086,0.1202,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001351,0.1397,0.015328,89.99,0,NaN,5.9587,857.16,334.91,2e-3,0.099706
0.194,9.9789e-4,13.005,85.082,13.005,85.082,1.7416e-7,0,1.7416e-7,0,0.0022697,0.01485,43.796,-120.65,9.8008,13.061,0,0,0,34.698,8.4125,54.11,0.10302,NaN,2.5034,NaN,0.039863,2854042,3293.3,1.0874,0.59096,0.74411,0.39466,0.076087,0.12021,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001369,0.1397,0.015328,89.99,0,NaN,5.9585,857.15,334.91,2e-3,0.10055
0.196,0.0010241,13.175,84.884,13.175,84.884,1.7873e-7,0,1.7873e-7,0,0.0022994,0.014815,43.796,-120.65,9.8008,12.913,0,0,0,34.694,8.4087,54.108,0.10302,NaN,2.5033,NaN,0.04036,2889653,3286.1,1.1106,0.59009,0.74133,0.39379,0.076088,0.12021,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0013869,0.1397,0.015328,89.99,0,NaN,5.9583,857.15,334.91,2e-3,0.1021
0.198,0.0010506,13.345,84.685,13.345,84.685,1.8336e-7,0,1.8336e-7,0,0.0023291,0.01478,43.796,-120.65,9.8008,12.768,0,0,0,34.69,8.4049,54.106,0.10301,NaN,2.5032,NaN,0.040857,2925199,3278.9,1.1339,0.58923,0.73858,0.39292,0.076089,0.12022,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0014048,0.1397,0.015328,89.99,0,NaN,5.9582,857.15,334.91,2e-3,0.10373
0.2,0.0010774,13.514,84.486,13.514,84.486,1.8805e-7,0,1.8805e-7,0,0.0023586,0.014746,43.796,-120.65,9.8008,12.627,0,0,0,34.686,8.4011,54.104,0.10301,NaN,2.5031,NaN,0.041353,2960681,3271.6,1.1573,0.58838,0.73587,0.39207,0.076091,0.12022,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0014226,0.1397,0.015328,89.99,0,NaN,5.958,857.15,334.91,2e-3,0.10505
0.202,0.0011046,13.683,84.288,13.683,84.288,1.928e-7,0,1.928e-7,0,0.0023881,0.014711,43.796,-120.65,9.8008,12.519,0,0,0,34.683,8.3973,54.102,0.103,NaN,2.5031,NaN,0.041852,2996440,3264.4,1.182,0.58773,0.73376,0.39142,0.076092,0.12023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0014404,0.1397,0.015328,89.99,0,NaN,5.9578,857.14,334.91,2e-3,0.1067
0.204,0.0011322,13.852,84.089,13.852,84.089,1.976e-7,0,1.976e-7,0,0.0024175,0.014676,43.796,-120.65,9.8008,12.414,0,0,0,34.679,8.3935,54.099,0.103,NaN,2.503,NaN,0.042351,3032126,3257.2,1.208,0.58761,0.73233,0.39128,0.076093,0.12023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0014581,0.1397,0.015328,89.99,0,NaN,5.9576,857.14,334.91,2e-3,0.10827
0.206,0.0011601,14.02,83.89,14.02,83.89,2.0247e-7,0,2.0247e-7,0,0.0024469,0.014642,43.796,-120.65,9.8008,12.312,0,0,0,34.675,8.3897,54.097,0.10299,NaN,2.5029,NaN,0.042848,3067738,3250,1.2341,0.58749,0.73092,0.39115,0.076094,0.12024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0014759,0.1397,0.015328,89.99,0,NaN,5.9575,857.14,334.91,2e-3,0.10976
0.208,0.0011883,14.187,83.691,14.187,83.691,2.0739e-7,0,2.0739e-7,0,0.0024762,0.014607,43.796,-120.65,9.8008,12.213,0,0,0,34.671,8.3859,54.095,0.10299,NaN,2.5028,NaN,0.043345,3103277,3242.7,1.2605,0.58737,0.72953,0.39103,0.076096,0.12024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0014935,0.1397,0.015328,89.99,0,NaN,5.9573,857.13,334.91,2e-3,0.11118
0.21,0.0012168,14.355,83.492,14.355,83.492,2.1237e-7,0,2.1237e-7,0,0.0025054,0.014572,43.796,-120.65,9.8008,12.116,0,0,0,34.667,8.3821,54.093,0.10298,NaN,2.5028,NaN,0.04384,3138741,3235.5,1.287,0.58725,0.72816,0.3909,0.076097,0.12025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0015111,0.1397,0.015328,89.99,0,NaN,5.9571,857.13,334.91,2e-3,0.11263
0.212,0.0012457,14.522,83.293,14.522,83.293,2.1741e-7,0,2.1741e-7,0,0.0025345,0.014537,43.796,-120.65,9.8008,12.022,0,0,0,34.664,8.3783,54.091,0.10298,NaN,2.5027,NaN,0.044335,3174131,3228.3,1.3138,0.58713,0.72681,0.39078,0.076098,0.12026,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0015287,0.1397,0.015328,89.99,0,NaN,5.9569,857.13,334.91,2e-3,0.1142
0.214,0.0012749,14.688,83.094,14.688,83.094,2.2251e-7,0,2.2251e-7,0,0.0025636,0.014503,43.796,-120.65,9.8008,11.93,0,0,0,34.66,8.3744,54.089,0.10297,NaN,2.5026,NaN,0.044828,3209445,3221.1,1.3407,0.58702,0.72548,0.39066,0.0761,0.12026,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0015463,0.1397,0.015328,89.99,0,NaN,5.9567,857.13,334.91,2e-3,0.11525
0.216,0.0013044,14.855,82.895,14.855,82.895,2.2767e-7,0,2.2767e-7,0,0.0025926,0.014468,43.796,-120.65,9.8008,11.841,0,0,0,34.656,8.3706,54.087,0.10297,NaN,2.5026,NaN,0.04532,3244684,3213.8,1.3679,0.58691,0.72417,0.39054,0.076101,0.12027,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0015638,0.1397,0.015328,89.99,0,NaN,5.9565,857.12,334.91,2e-3,0.11641
0.218,0.0013343,15.021,82.696,15.021,82.696,2.3288e-7,0,2.3288e-7,0,0.0026216,0.014433,43.796,-120.65,9.8008,11.753,0,0,0,34.652,8.3668,54.085,0.10297,NaN,2.5025,NaN,0.045812,3279847,3206.6,1.3952,0.5868,0.72288,0.39042,0.076102,0.12027,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0015812,0.1397,0.015328,89.99,0,NaN,5.9563,857.12,334.91,2e-3,0.1176
0.22,0.0013645,15.186,82.497,15.186,82.497,2.3815e-7,0,2.3815e-7,0,0.0026504,0.014398,43.796,-120.65,9.8008,11.668,0,0,0,34.648,8.363,54.083,0.10296,NaN,2.5024,NaN,0.046302,3314934,3199.4,1.4227,0.58669,0.72161,0.39031,0.076104,0.12028,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0015986,0.1397,0.015328,89.99,0,NaN,5.9561,857.12,334.91,2e-3,0.11909
0.222,0.001395,15.351,82.297,15.351,82.297,2.4348e-7,0,2.4348e-7,0,0.0026792,0.014364,43.796,-120.65,9.8008,11.585,0,0,0,34.645,8.3592,54.081,0.10296,NaN,2.5023,NaN,0.046791,3349944,3192.1,1.4504,0.58658,0.72037,0.39019,0.076105,0.12028,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001616,0.1397,0.015328,89.99,0,NaN,5.9559,857.11,334.91,2e-3,0.11986
